Title,Ingredients,Steps,Ingredients Cleaned
Tumis udang kecombrang,1/4 udang kecil/besar tergantung selera--1 buah bawang bombay--3 siung bawang putih--1 ruas jahe atau tergantung selera--1 ruas lengkuas atau tergantung selera--1 buah kecombrang--secukupnya kecap--secukupnya saus pedas--secukupnya saus tiram--,"1) Cuci udang dan bersihkan kotoran yg ada di punggungnya dan juga bersihkan kepalanya.
2) Iris tipis bawang bombay, jahe, lengkuas, bawang putih dan kecomrang
3) Panaskan wajan dan tuang sedikit minyak panaskan, setelah panas masukkan bawang putih lanjut bawang bombay, lengkuas dan jahe
4) Setelah tercium wangi masukkan saus pedas, kecap dan saus tiram
5) Setelah itu masukkan sedikit air dan masukkan udangnya sampe agak berwarna ya.
6) Sudah gitu masukkan kembali saus tiram dan keckmrang tunggu bentar dan cek rasa.
7) Klw rasanya sudah pas lanjut matikan api dan langsung di hidangkan dengan nasi anget.
8) Slamat mencoba dengan sensasi yang lain ya....","udang , bawang bombai , bawang putih , jahe , lengkuas , kecombrang , kecap , saus pedas , saus tiram"
Udang Asam Manis,1/4 udang segar (hilangkan kepala dan kotorannya)--Tepung bumbu (aku pakek sasa)--1 buah telur--1/2 buah Bawang bombay  (aku pakek  yg kecil)--4 bawang putih--sesuai selera Saus extra pedas--sesuai selera Saus tomat--secukupnya Gula--secukupnya Garam--Lada--1 sendok tepung maizena--,"1) Celupkan udang dengan telur, telur yg dicampur tepung bumbu, kemudian tepung bumbu kering (kalo lagi males dan bubu udang segar yg telah dicuci langsung aja dibaluri tepung bumbu yg kering dua kali atau sesuai selera ingin setebal apa tepungnya)
2) Diamkan udang hingga bumbu meresap
3) Goreng udang yg telah ditepungi, tiriskan
4) Masukkan bawang bombay dan bawang putih yg ditumbuk kasar
5) Tumis hingga harum
6) Tambahkan saus ekstra pedas dan tomat
7) Tambahkan air sedikit (atau sesuai selera)
8) Tambahkan maizena satu sendok yg telah dicampur air (jika tidak terlalu suka kuah kental, tidak perlu ditambah maizena, cukup air saja dan tunggu hingga air berkurang)
9) Tambahkan garam, gula, dan lada sesuai selera
10) Cek rasa
11) Masukkan udang, aduk hingga merata
12) Udang asam manis siap disajikan","udang segar hilangkan kepala kotorannya , tepung bumbu pakek sasa , telur , bawang bombai pakek , bawang putih , saus extra pedas , saus tomat , gula , garam , lada , tepung maizena"
Telur puyuh udang saos padang,"Udang, 12 ekor (buang kepala,  buang ekor)--1 sdm bawang merah halus--1 sdm bawang putih halus--1/2 sdm jahe halus--10 buah telur puyuh (rebus, buka kulit)--2 sdm cabe merah halus--1/2 tomat potong dadu--Cabe rawit iris serong--1 sdm saos sambal (boleh saos apa saja)--1/2 sdm kecap manis--","1) Panaskan minyak, tumis semua bumbu halus, masukkan saos, kecap tumis hingga harum
2) Masukkan udang aduh hingga udang sedikit memerah.
3) Masukkan 1/2 gelas air (sesuai selera), biarkan hingga mendidih.
4) Setelah mendidih masukkan telur puyuhh aduhh, biarkan mendidih kembali, lalu masukkan irisan cabe dan tomat.
5) Masukkan gula, garam sesuai selera, koreksi rasa.
6) Siap disajikan...., selamat mencona","udang , buang kepala , buang , bawang merah halus , bawang putih halus , jahe , telur puyuh rebus , buka kulit , cabe merah halus , tomat potong dadu , cabe rawit serong , saos sambal saos , kecap manis"
Udang Saus Asam Manis ala Kedai,4 ons udang--2 sachet saus tomat--1 sachet saus sambal--1 sdm kecap manis--1 sdt kecap asin--1 sdm saus tiram--secukupnya garam--secukupnya air matang--🌶Bumbu Halus::--4 buah cabe merah kriting--4 buah bawang merah--2 buah bawang putih--sejempol kunyit (yg kecil aja ya)--1/2 sdt ketumbar bubuk--,"1) Siangi udang sesuai selera ya, kalo saya kulit kupas semua sisain sungutnya aja, cuci bersih, lalu di marinasi pake 1/2 jeruk nipis, diamkan 10menit
2) Haluskan bumbu halus lalu tumis sampai harum, masukan saus tomat,sambal,kecap manis asin & saus tiram,masukan garam secukupnya
3) Masukan sedikit air saya ga takar,dikira2 aja ya sesuai selera (klo sya sukanya kental jdi sdikit aja airnya)
4) Masukan udang,aduk sebentar,masak sampai matang
5) Tes rasa
6) Jika sudah pas,siap disajikan
7) Selamat mencoba
8) Btw saya pakai saus sachet yg segini ukuranya biar gampang nakarnya , merknya terserah aja, tp kl saus botolan jg bisa bgt,tinggal ditakar aja","udang , saus tomat , saus sambal , kecap manis , kecap asin , saus tiram , garam , air matang , bumbu halus , cabe merah kriting , bawang merah , bawang putih , sejempol kunyit , biji ketumbar"
Misoa ohyong prawn,1 pack misoa--udang di kupas dari kulitnya biarkan utuh--ohyong di potong2--bawang putih di geprek--secukupnya minyak goreng untuk menumis--secukupnya garam--,"1) Siapkan bahan2 agar mudah memasaknya
2) Panaskan wajan, lalu tambahkan minyak untuk menumis bawang putih.
3) Setelah harum masukkan udang dan ohyong.
4) Setelah itu masukkan air untuk merebus misoa. karena misoa ini cepet matengnya jadi di masukkan terakhir.
5) Terakhir tambahkan garam dan cek rasanya.","pack misoa , udang kupas kulitnya biarkan utuh , ohyong potong , bawang putih geprek , minyak goreng menumis , garam"
Nugget Udang Tahu Wortel,"250 gr Udang dikupas bersih (kepala, kulit & buntut dibuang), dicincang halus--5 buah Tahu bandung, haluskan--1 buah Wortel, parut & cincang halus--2 butir Telur--2 siung Bawang putih, haluskan--5 sdm Tepung terigu--Secukupnya Garam, Merica, Penyedap rasa--Secukupnya Plastik wrap--1 butir Telur, kocok lepas utk pencelup--150 gr Tepung panir utk pelapis--","1) Campurkan udang, tahu, wortel, telur dan bumbu diaduk hingga rata.
2) Tambahkan terigu sedikit demi sedikit sampai adonan tidak terlalu lembek dan tidak terlalu padat.
3) Bungkus adonan dengan plastik wrap dan padatkan.
4) Kukus hingga matang kurleb 25 mnt, dinginkan.
5) Potong2 sesuai selera nugget yg sudah dingin.
6) Celupkan potongan nugget ke dalam telur kemudian lapisi dengan tepung panir, lakukan sampai habis.
7) Nugget siap digoreng atau disimpan sebagai makanan frozen.","udang dikupas kepala , kulit & buntut dibuang , dicincang halus , tahu bandung , haluskan , wortel , parut & cincang halus , telur , bawang putih , haluskan , tepung terigu , garam , merica , penyedap , plastik wrap , telur , kocok lepas utk pencelup , tepung panir utk"
Udang Saus Asam Manis,1/2 kg Udang Tanpa Kepala--3 siung Bawang Putih--5 siung Bawang Merah--1 siung Bawang Bombay--Secukupnya Saus Tomat--Secukupnya Saus Sambal--Saus Tiram--Garam--Gula--1/2 sdt Maizena--,"1) Cincang bawang putih dan bawang merah lalu tumis hingga harum
2) Masukkan udang, saus tomat, sedikit saus sambal, garam, gula, dan saus tiram. Tuang sedikit air, aduk-aduk kemudian cek rasa
3) Tuangkan maizena yang sudah dilarutkan dengan sedikit air, aduk rata lalu masukkan potongan bawang bombay, masak sebentar (sy sih sukanya bombay yang setengah matang agar crunchy).","udang kepala , bawang putih , bawang merah , bawang bombai , saus tomat , saus sambal , saus tiram , garam , gula , maizena"
Udang wortel asam manis,250 gr udang segar--1 batang wortel ukuran sedang--4 btr bawang putih--4 btr bawang merah--1 biji bawang bombai--secukupnya Daun bawang--secukupnya cabe kecil--1 biji tomat--Sedikit jahe (kl ga pake jg ga apa2)--Kecap manis--Saos--Saos tiram--Garam--,"1) Cuci bersih udang,wortel bawang bombai dan daun bawang
2) Ulek bawang merah,putih,cabe..kl jahe cukup di geprek saja
3) Panaskan wajan,,,masukan minyak goreng secukupnya...tumis bumbu sampai harum
4) Masukan udang,masukan wortel aduk rata kasih air sedikit
5) Kemudian masukan bawang bombai dan daun bawang aduk rata,,tambah kan garam,kecap,saos,dan saos tiram..aduk samapai rata,tes rasa kl sdh pas angakat
6) Oke selamat mencoba ya,,,ini bikinnya simpel bangettt","udang segar , batang wortel , bawang putih , bawang merah , biji bawang bombai , daun bawang , cabe , biji tomat , jahe kl ga pake jg ga , kecap manis , saos , saos tiram , garam"
Udang Asam Manis seadanya Ala Mama Kina,3/4 kg udang--1/2 bawang bombay (iris)--1 bh tomat (iris memanjang)--2 siung bawang putih di geprek--3 sdm saos sambal--1 sdm saos tomat--1 lbr daun bawang (iris tipis)--1 sdm saos tiram--Gula--Garam--Royco rasa ayam--Minyak--,"1) Bersihkan udang, sisihkan
2) Siapkan minyak dg api sedang, tumis bawang putih bawangbombay hingga harum
3) Lanjut tambahkan saos sambal, saos tomat, saos tiram, gula garam royco. Aduk pelan sampai meletup.
4) Masukkan udang. Aduk sampai udang matang. Tambahkan ptongan daun bawang dan tomat.
5) Koreksi rasa, angkat sajikan","udang , bawang bombai , tomat memanjang , bawang putih geprek , saos sambal , saos tomat , daun bawang tipis , saos tiram , gula , garam , royco ayam , minyak"
Serundeng jagung udang Banyuwangi,1/4 kg udang--3 cabe merah besar--1 siung bawang putih--4 siung bawang merah--1 buah tomat besar--4 cabe rawit (selera)--1 sendok makan Gula--1 sendok teh Garam--Penyedap rasa (secukupnya)--5 buah Jagung muda--Minyak goreng--,"1) Goreng udang sampai berubah warna.. Tidak terlalu kering.. Kemudian disisihkan
2) Bawang putih, bawang merah, cabe merah, cabe rawit, tomat di uleg..
3) Panaskan sedikit minyak, masukkan bahan yang sudah di uleg, kemudian campur jagung sampai matang dan masukkan udang..
4) Serundeng jagung udang Banyuwangi siap dinikmati","udang , cabe merah , bawang putih , bawang merah , tomat , cabe rawit , gula , garam , penyedap , jagung muda , minyak goreng"
Soto Udang Medan #pr_homemadestreetfood,"300 gr udang, kupas buang kepala n ekor--100 gr soun (me: diganti kol iris tipis)--secukupnya Tauge--Bumbu halus:--10 siung bawang merah--6 siung bawang putih--2 ruas kunyit--2 sdm ketumbar bubuk--2 cm jahe--1 cm lengkoas--2 batang serai, geprek--250 ml santan kental--4 lembar daun jeruk--4 lembar daun salam--1 sdm jeruk nipis--secukupnya Garam, gula dan lada--","1) Buat kaldu udang...... Rebus kepala dan kulit udang (yg sudah dicuci bersih) dengan jahe geprek, daun bawang dan bawang putih selama sampai air menyusut. Saring dan Sisihkan
2) Tumis bumbu halus sampai harum dan matang, kemudian masukkan daun salam daun jeruk dan serai
3) Masukkan air, aduk dan masukkan kaldu udang. Masukkan santan, aduk terus supaya santan tdk pecah
4) Masukkan udang, bumbui dan air jeruk nipis. Aduk rata dan test rasa
5) Tata kol dan tauge di mangkok lalu siram soto udang, sajikan","udang , kupas buang kepala n , soun me diganti kol tipis , tauge , bumbu halus , bawang merah , bawang putih , kunyit , biji ketumbar , jahe , lengkoas , serai , geprek , santan kental , daun jeruk , daun salam , jeruk nipis , garam , gula lada"
Udang goreng tabur rawit merah,1/2 kg udang--1/2 buah bawang bombay--2 buah bawang putih--Tepung bumbu--sesuai selera Cabai rawit merah/cabai kelinci--Mentega--,"1) Cuci udang dan kupas kulitnya, belah punggungnya
2) Beri perasan jeruk nipis dan garam diamkan sebentar lalu cuci kembali
3) Siapkan tepung basah dan kering. Celupkan udang ke dalam tepung basah lalu kemudian ke tepung kering, goreng hingga keemasan, angkat dan tiriskan.
4) Potong bawang putih, bawang bombay dan cabai.
5) Panaskan wajan kemudian masukkan mentega. Masukkan bumbu bawang dan cabai tumis sampai harum
6) Masukkan cabai kemudian udang. Beri sedikit garam. Aduk2 sebentar
7) Sajikan","udang , bawang bombai , bawang putih , tepung bumbu , cabai rawit merah cabai kelinci , mentega"
Peyek udang,"250 gr udang besar,buang kepala kerat punggung,cuci bersih--250 gr tepung beras--secukupnya Santan--1 lbr daun kunyit,iris tipis--Bumbu halus :--5 bh bawang putih--1 ruas kunyit--secukupnya Garam--","1) Campur dalam 1 wadah tepung beras,bumbu halus,garam,daun kunyit. Tambahkan santan sedikit demi sedikit sampai mendapatkan adonan yang tidak terlalu encer tapi juga tidak terlalu kental,tambahkan udang.
2) Kemudian goreng dalam minyak panas sampai matang dan renyah. Gampang kan??","udang , buang kepala kerat punggung , tepung beras , santan , daun kunyit , tipis , bumbu halus , bawang putih , kunyit , garam"
Udang Goreng Mentega,1/4 kg udang--2 siung bawang putih--1 sdm Kecap manis--1 sdm Saos abs--1 sdm sambal abc--1/4 saori--3 sdm margarin--Gula--Garam--Penyedap rasa--Lada--Air--,"1) Cincang bawang putih
2) Panaskan margarin ke penggorengan
3) Masukkan udang, goreng sampai matang lalu angkat
4) Tumis bawang putih ke dalam sisa margarin tadi
5) Masukkan kecap manis, saori, saos, sambal, garam, gula, lada, penyedap rasa dan sedikit air
6) Masukkan udang lalu tumis sampai warna meresap ke udangnya
7) Udang goreng mentega siap dihidangkan","udang , bawang putih , kecap manis , saos abs , sambal abc , saori , margarin , gula , garam , penyedap , lada , air"
Udang asam manis pedas,1/4 kg udang segar--15 buah cabe merah--1 buah nanas uk kecil--4 siung bawang merah--2 siung bawang putih--1/2 buah tomat--secukupnya Saos sambal dan saos tomat--secukupnya Gula dan garam--1 ruas jahe--1 ruas lengkuas--,"1) Cuci bersih udang, sisihkan.
2) Ulek cabe merah dan duo bawang. Tumis hingga harum, tambahkan jahe dan lengkuas.
3) Cuci bersih nanas potong dan masukan ke tumisan cabe.
4) Tambahkan saos tomat, saos sambal, garam dan gula sambil dites rasa.
5) Masukkan udang, ksh sedikit air. Tunggu hingga air agak menyusut. Jika rasa sudah pas dan udang sdh matang. Angkat dan sajikan.","udang segar , cabe merah , nanas , bawang merah , bawang putih , tomat , saos sambal saos tomat , gula garam , jahe , lengkuas"
Tumis Buncis Udang,"1 genggam buncis--6 bh udang ukuran sedang--2 siung bawang putih, iris tipis--3 siung bawang merah, iris tipis--2 bh cabe rawit, iris serong--3 bh cabe merah, iris serong--secukupnya Minyak goreng--1 sdt garam--secukupnya kaldu jamur (penyedap)--1 sdt kecap ikan--50 ml air--","1) Cuci bersih buncis, potong kecil, remas2 buncis dengan garam lalu diamkan sebentar, cuci bersih
2) Kupas udang sisakan ekornya, kerat punggungnya dan ambil kotorannya. Kemudian lumuri jeruk nipis, diamkan sebentar lalu cuci bersih
3) Tumis bawang dan cabe hingga harum, masukkan udang tumis hingga berubah kemerahan
4) Tambah kecap ikan, masukkan buncis. Beri sedikit air, masak hingga buncis empuk. Siap disajikan","genggam buncis , udang , bawang putih , tipis , bawang merah , tipis , cabe rawit , serong , cabe merah , serong , minyak goreng , garam , kaldu jamur penyedap , kecap ikan , air"
"Udang Asam manis mudah, praktis,yummyy","250 gr udang (boleh kupas boleh tidak, saya dikupas)--1 buah jeruk nipis--2 sdm margarin untuk menumis--Bumbu Diiris dan di goreng :--1 ruas jahe--1 siung bawang putih--1 buah bawang bombay--1 sdm saori saos tiram--2 SDM saos pedas--1 sdm saos tomat--1 gelas belimbing air--Secukupnya gula--Secukupnya garam--Secukupnya royco--1 buah daun bawang (potong miring)--5 buah cabe rawit setan (potong memanjang)--","1) Bersihkan udang dan rendam dengan perasan air jeruk nipis kurleb 10 men it.
2) Iris2 bumbu yg digoreng, masukkan margarin, bawang putih,bawang bombay,, setelah harum masukkan saos tiram,saos cabe, saos tomat, tambahkan air,gula, garam, royco dan koreksi rasa.
3) Masukkan udang dan biarkan sampai bumbu meresap.
4) Masukkan daun bawang dan cabe yg telah di potong2.
5) Aduk rata dan sajikan.
6) Itu biar kelihatan banyak saya tambahkan kentang goreng frozen food yg Sudah digoreng.","udang kupas , dikupas , jeruk nipis , margarin menumis , bumbu diiris goreng , jahe , bawang putih , bawang bombai , saori saos tiram , saos pedas , saos tomat , belimbing air , gula , garam , royco , daun bawang potong miring , cabe rawit setan potong memanjang"
Sempol udang,250 gram udang--500 gram tepung tapioka--1 butir telor--5 siung bawang putih--secukupnya Garam--secukupnya Motto--secukupnya Lada--secukupnya Minyak goreng--secukupnya Daun sledri--secukupnya Wortel--,"1) Cuci udang n bersihhkan lalu haluskan udang menggunakan blender
2) Haluskan bawang putih, merica n garam
3) Parut wortel n iris halus daun sledri
4) Campurkan udang yang sudah diblender dengan tepung, wortel, sledri,telor ayam aduk rata,jika perlu tambahkan air n minyak agar bisa dibentuk ditusuk sate
5) Buatlah adonan tadi ditusuk sate n bentuk menjadi sate n rebus adonan tersebut hingga mateng,apabila sempol sudah mengapung tandanya sudah mateng
6) Setelah mateng tiriskan,siapkan telor kocok sebelum digoreng olesi sempol dengan telor
7) Goreng sempol dengan minyak panas dengan cara dicelupkan,masak dengan api kecil agar matangnya merata hingga kecoklatan angkat n tiriskan
8) Treet siap disajikan sempol udang
9) Selamat mencoba","udang , tepung tapioka , telor , bawang putih , garam , motto , lada , minyak goreng , daun sledri , wortel"
Udang Bakar Madu Simple,Udang 1/4 kg yang besar--3 sendok makan madu--3 sendok makan saus tomat--3 sendok makan kecap manis--Kaldu bubuk--secukupnya Garam--secukupnya Lada--,"1) Cuci udang kalau mau dikasih jeruk nipis oke aja
2) Campurkan semua saus dan bumbu
3) Rendam udang dalam bumbu selama 15-30 menit di kulkas
4) Panggang udang sambil di olesi bumbu dalam wajan grill sampai matang","udang , madu , saus tomat , kecap manis , kaldu bubuk , garam , lada"
Udang Asam Pedas,"300 gr udang agak besar--1 bh jeruk nipis--5 bh cabe hijau besar, iris serong--5 bh cabe rawit merah, iris serong (pedas sesuai selera)--2 bh belimbing sayur, iris2--1 bh tomat hijau, belah2--1 sdm air asam jawa--Sejumput lada--Secukupnya gula, garam dan kaldu bubuk/jamur--@@ bumbu halus :--5 bh cabe merah keriting--5 bh bawang merah--2 siung bawang putih--","1) Kupas udang, sisakan ekor dan belah punggung nya. Bersihkan dgn jeruk nipis dan garam. Bilas bersih dan tiriskan.
2) Panaskan minyak, tumis bumbu halus smp harum dan matang. Masuk udang adan aduk2 smp berubah warna.
3) Masukkan air, cabe iris, tomat dan belimbing sayur. Bumbui.
4) Setelah udang matang dan kuah mengental, masukkan asam jawa. Aduk2 bentaran dan siap disajikan...","udang , jeruk nipis , cabe hijau , serong , cabe rawit merah , serong pedas , belimbing sayur , tomat hijau , belah , asam jawa , sejumput lada , gula , garam kaldu bubuk jamur , bumbu halus , cabe merah keriting , bawang merah , bawang putih"
Udang Goreng Mentega,"250 g udang, siangi lumuri jeruk nipis, diamkan 15mnt, cuci lagi--2 sdm margarin--3 siung bawang merah, iris--2 siung bawang putih, cincang halus--1 sdm saus extra pedas--2 sdm saus tomat--1 sdm kecap manis--1 sdm mayonaise--3 sdm air--secukupnya garam--secukupnya gula--","1) Tumis udang dg sedikit minyak hingga berubah warna dan matang. sisihkan
2) Panaskan margarin, tumis bawang merah, bawang putih, lalu masukkan udang, beri saus, kecap, nayonaise dan air, koreksi rasa. masak hingga udang tercampur rata dengan bumbu. angkat.
3) Note: gunakan bawang bombay untuk rasa yang lebi lezat, dan campurkan daun bawang. bisa ditambahkan sedikit merica bubuk. (tadi saya ndak punya itu semua -.-)","udang , siangi lumuri jeruk nipis , diamkan mnt , margarin , bawang merah , bawang putih , cincang halus , saus extra pedas , saus tomat , kecap manis , mayonaise , air , garam , gula"
Shrimp spaghetti aglio olio,Spaghetti-10--250 g udang--secukupnya Baso ikan--secukupnya Mentega--1 bawang bombay--4 bawang putih--3 batang daun seledri--5 cabe hijau besar buang bijinya--3 cabe rawit (berhubung buat 2 resep yg pedas Dan tidak pedas)--secukupnya Minyak gorenG--secukupnya Garam Dan merica--,"1) Udang Yang Sudah dibersihkan diberi garam, Minyak gorenG secukupnya, merica Dan bawang putih cincang, diamkan beberapa saat.
2) Rebus spaghetti -10 sampai aldente
3) Tumis udang Dan baso ikan sampai matang.
4) Tumis bawang bombay (kalau mau pedas tambahkan cabe rawit) sampai wangi, lalu masukkan spageti yg sdh direbus ditambah tumisan udang Dan baso ikan, garam, merica. Cek rasanya siap disajikan.","spaghetti , udang , baso ikan , mentega , bawang bombai , bawang putih , batang daun seledri , cabe hijau buang bijinya , cabe rawit berhubung resep pedas pedas , minyak goreng , garam merica"
Udang goreng mentega sederhana,"250 gr udang, cuci bersih--3 siung bawang putih--1 buah bawang bombai--3 sdm mentega--secukupnya Garam--secukupnya Air--","1) Iris harus semua bawang
2) Panaskan mentega, tumis bawang sampai harum, masukan air (saya sedikit kira2 4 sdm)
3) Masukan udang, tambahkan garam lalu koreksi rasa. Masak sebentar aja sampe udah berubah warna.
4) Siap dinikmati","udang , bawang putih , bawang bombai , mentega , garam , air"
Tauco udang khas anak Medan😋,"500 gr udang ukuran sedang (buang kepala cuci bersih)--100 gr cabe hijau--10 buah cabe merah (iris tipis)--5 buah cabe rawit hijau (iris tipis)--7 siung bawang merah (iris tipis)--3 siung bawang putih (iris tipis)--3 cm  Jahe ukuran (iris tipis)--Sejempol lengkuas (keprek)--1 batang serai (keprek)--2 lbr daun salam--1 buah tomat hijau--1 buah terong ungu (potong2)--1 papan petai--2-3 sdm tauco--Secukupnya garam gula--Secukupnya minyak--Secukupnya air--Bumbu :--5 buah cabe merah,--2 buah  bawang merah,--1 buah  bawang putih--haluskan semua bahan bumbu--","1) Panaskan minyak..goreng sebentar terong dan udang...angkat tiriskan
2) Tumis bumbu halus, duo bawang masukkan cabe, jahe,lengkuas,serai,daun salam, lalu masukkan petai biarkan sampai harum
3) Masukkan udang dan terong aduk rata lalu masukkan tauco beri air...biarkan sampai mendidih..masukkan tomat aduk rata setelah itu masukkan garam gula (hati-hati saat memasukkan garam jangan terlalu banyak karena tauco sudah asin ya moms)
4) Koreksi rasa ya moms..kalau sudah pas bisa diangkat dan siap disajikan
5) Horeeeee si tauco udang siap disantap.. nampolll","udang buang kepala , cabe hijau , cabe merah tipis , cabe rawit hijau tipis , bawang merah tipis , bawang putih tipis , jahe tipis , sejempol lengkuas keprek , serai keprek , daun salam , tomat hijau , terong ungu potong , papan petai , tauco , garam gula , minyak , air , bumbu , cabe merah , bawang merah , bawang putih , haluskan bumbu"
Tumis udang saus tiram,1/4 kg udang--Bumbu tumis--1 buah tomat (iris)--3 siung bawang merah (iris)--2 siung bawang putih (iris)--Sedikit Garam--Sedikit Penyedap--Sedikit Saori saos tiram--,"1) Cuci bersih udang
2) Tumis bahan bahan yang telah diiris
3) Masukkan udang,
4) Tambahkan garam dan penyedap
5) Aduk aduk
6) Tumis udang saori saos tiram siap dihidangkan","udang , bumbu tumis , tomat , bawang merah , bawang putih , garam , penyedap , saori saos tiram"
Udang asam manis pedas 😋,250 g udang segar--Bumbu halus:--6 bawang merah--3 bawang putih--1/2 bawang bombay--Cabe rawit (opsional)--Cabe keriting iris serong--Saus tomat--Saus sambal--Daun bawang--Jahe--Tomat--Garam--Gula--Penyedap--,"1) Cuci bersih udang, sisihkan
2) Haluskan bumbu halus (boleh jg cuma di rajang)
3) Tumis bumbu halus sampe harum, masukkan bawang bombay,jahe, duo saus tunggu hingga meletup2
4) Masukkan udang,daun bawang,tomat. Aduk rata tambahkan garam gula penyedap. Masak hingga matang
5) Test rasa
6) Udang asam manis pedas siap di saJikan","udang segar , bumbu halus , bawang merah , bawang putih , bawang bombai , cabe rawit , cabe keriting serong , saus tomat , saus sambal , daun bawang , jahe , tomat , garam , gula , penyedap"
Udang goreng tepung saos asam manis,250 gr udang kecil--Tepung bumbu serbaguna me mamasuka--Bumbu halus:--5 bawang merah--3 bawang putih--Kemiri--Garam--2 Cabai rawit merah (sesuai selera)--Bumbu lain: saos sambal--sisir Gula jawa--Bawang Bombay (aku gapake soalnya abis stok)--1 tomat kecil iris kecil2--1/4 sdm Tepung maizena--,"1) Bersihkan udang dari cangkang
2) Ambil 3 sendok tepung bumbu kasih air (jangan terlalu encer jangan pula terlalu kental), lalu wadah yang lain tepung yang agak kering agak banyak.. Celupkan udang ke adonan cair lalu ke adonan kering (apabila ingin agak tebal diulang ulang)
3) Goreng udang di minyak panas lalu tiriskan
4) Bikin saos: tumis bawang Bombay, lalu masukkan bumbu halus sampai harum, masukkan gula Jawa, tomat dan saos sambal beri sedikit air. Diamkan sebentar sampai tomat layu dan air menyusut. Lalu masukkan tepung maizena yang sudah dilarutkan. Aduk2 sebentar cek rasa, lalu tuang ke wadah kecil","udang , tepung bumbu me mamasuka , bumbu halus , bawang merah , bawang putih , kemiri , garam , cabai rawit merah , bumbu saos sambal , sisir gula jawa , bawang bombai gapake abis stok , tomat , tepung maizena"
Tumis Udang Pedas,"1/2 kg udang, kupas kulitnya--30 buah cabe rawit--5 buah cabe keriting--6 siung bawang merah--2 siung bawang putih--secukupnya Gula--secukupnya Garam--secukupnya Air matang--Minyak goreng untuk menumis--","1) Haluskan bawang merah, bawang putih, cabe rawit dan cabe merah
2) Panaskan minyak, tumis bumbu halus hingga harum
3) Tambahkan air, aduk rata
4) Tambahkan garam dan gula, aduk rata. Koreksi rasa
5) Masukkan udang, aduk rata
6) Masak hingga udang berubah warna dan matang
7) Angkat dan sajikan","udang , kupas kulitnya , cabe rawit , cabe keriting , bawang merah , bawang putih , gula , garam , air matang , minyak goreng menumis"
Udang Saus Mentega #keto,"500 gr Udang buang kepalanya,sayat punggungnya buang kotorannya--secukupnya Saus sambal keto--2 sdm Kecap tropicana slim--2 sdm butter--Minyak untuk menggoreng--Garam--Penyedap--Merica--Bumbu cincang kasar :--7 siung bawang putih--10 siung bawang merah--Seruas jari jahe--1 Bawang bombay yg ukuran sedang--","1) Goreng udang yang sudah di bersihkan.. sebentar sajah asal sdh terlihat berubah warna.. angkat
2) Tumis bumbu cincang dengan menggunakan butter..
3) Masukkan saus keto dan kecap tropicanaslim.. tambahkan air sedikit sajah biar bumbu ga gosong.. lalu tambahkan garam,penyedap dan merica.. aduk rata
4) Masukkan udangnya.. aduk rata.. lalu koreksi rasa..
5) Angkat dan hidangkan selagi panas
6) Selamat mencoba","udang buang kepalanya , sayat punggungnya buang kotorannya , saus sambal keto , kecap tropicana slim , butter , minyak , garam , penyedap , merica , bumbu cincang kasar , bawang putih , bawang merah , jahe , bawang bombai"
Udang saos padang,"1/4 kg udang kupas--1/2 buah bawang bombay diiris--1 buah cabe ijo besar diiris--1 buah jeruk nipis--1 sdm saos sambal--1 sdm saos tomat--1 sdm saos tiram--Sedikit air--Bumbu halus :--5 buah cabe merah keriting--3 buah cabe rawit / sesuai selera--5 siung bawang merah--3 siung bawang putih--Secukupnya garam, gula, kaldu jamur--","1) Kucuri udang dengan air jeruk nipis dan garam, diamkan 15 menit
2) Tumis bumbu halus dengan bawang bombai, masukkan udang. Masak sampai udang setengah matang dan masukkan air. Tambahkan semua saos dan irisan cabe ijo. Masukkan garam, gula, kaldu jamur. Masak sampai kental, tes rasa. Sajikan","udang kupas , bawang bombai diiris , cabe ijo diiris , jeruk nipis , saos sambal , saos tomat , saos tiram , air , bumbu halus , cabe merah keriting , cabe rawit , bawang merah , bawang putih , garam , gula , kaldu jamur"
Udang & Tahu saus tiram,"250 g udang--10 Tahu putih--1 genggam buncis--3 bawang putih--5 bawang merah--3 cabe hijau buang bijinya--2 Tomat hijau--1 Tomat merah--Saus tiram, kecap manis--Gula, garam, merica--","1) Bersihkan udang sampai bersih, buang kepalanya
2) Potong dadu Tahu putih kemudian gorenG sampai matang
3) Iris buncis, bawang merah, bawang putih, Tomat hijau Dan merah, cabe hijau
4) Tumis bawang merah, bawang putih Dan cabe hijau sampai wangi
5) Masukkan Tahu, buncis Dan udang tambahkan saus tiram, kecap, gula, garam, merica secukupnya. Masak sampai matang lalu sajikan","udang , tahu putih , genggam buncis , bawang putih , bawang merah , cabe hijau buang bijinya , tomat hijau , tomat merah , saus tiram , kecap manis , gula , garam , merica"
